,id,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,duration_int,duration_type
1287,hs1288,s1288,movie,what to expect when you're expecting,,,united states,2020-10-26,2012,tv-14,110 min,"comedy, drama, romance",the challenges of impending parenthood turn the lives of five couples upside down.,59,110,min
1288,hs1289,s1289,tv show,american pickers,,,united states,2020-10-23,2010,tv-pg,2 Seasons,"documentaries, family, reality","american pickers follows mike wolfe and frank fritz as they travel the country searching for american treasures. while hitting the back roads from coast to coast, they meet quirky characters with amazing stories and forgotten relics hidden in their junkyards, basements, garages and barns.",19,2,season
1289,hs1290,s1290,movie,bad hair,,,,2020-10-23,2020,tv-ma,103 min,"black stories, horror","in this horror satire set in 1989, bad hair follows an ambitious young woman who gets a weave in order to succeed in the image-obsessed world of music television. however, her flourishing career comes at a great cost when she realizes that her new hair may have a mind of its own.",81,103,min
1290,hs1291,s1291,tv show,behind bars: rookie year,,,,2020-10-23,2015,tv-14,1 Season,"crime, documentaries, drama","corrections departments have one of the highest dropout rates in the country, with nearly half of all rookies leaving the job before their one-year anniversary.",88,1,season
1291,hs1292,s1292,movie,beyond the headlines: escaping the nxivm cult with gretchen carlson,,,,2020-10-23,2019,tv-14,,"crime, documentaries","this documentary features interviews with carlina white who tells her own story, as well as her birth parents and the family of her kidnapper as they offer their own perspectives about the case.",51,,
1292,hs1293,s1293,tv show,born behind bars,,,,2020-10-23,2018,tv-14,1 Season,"documentaries, reality","a controversial prison nursery program at the indiana women's prison allows a few select inmates to raise their babies behind bars. but the rules are strict; there's zero tolerance on wee one's unit 7, and one slip-up can result in an inmate mom losing her child.",13,1,season
1293,hs1294,s1294,tv show,cheerleader generation,,,,2020-10-23,2019,tv-pg,1 Season,"reality, sports","set in the exciting world of competitive cheerleading, cheerleader generation follows the lives of two squads and their fierce, hardworking coaches, lexington kentucky’s dunbar high school coach donna martin and her daughter",34,1,season
1294,hs1295,s1295,tv show,crazy love,,,,2020-10-23,2017,tv-14,1 Season,drama,it always starts with passion. these are couples who do things in love's name and under love's spell that they might never conceive of doing under normal circumstances. these are stories of people whose love makes them feel exempt from the moral code that governs the rest of us - crazy love brings the dangerous romance skein of lmn movies to unscripted series.,17,1,season
1295,hs1296,s1296,tv show,dating app horrors: the untold story,,,,2020-10-23,2019,tv-pg,1 Season,"crime, documentaries, news",dating apps have become an increasingly popular way for people to connect. elizabeth vargas examines the largely unregulated dating app industry and explores the risks of dating online,46,1,season
1296,hs1297,s1297,tv show,i was a child bride: the untold story,,,,2020-10-23,2019,tv-14,1 Season,documentaries,"elizabeth vargas investigates the disturbing issue of children who are forced into marriage in america, sitting down with women who were children when they were coerced or pressured into marriage and had no legal way to escape.",72,1,season
1297,hs1298,s1298,tv show,lost gold of world war ii,,,,2020-10-23,2019,tv-pg,1 Season,"documentaries, history, reality","it is the last great mystery of wwii. in the closing months of the war, legend has it that the japanese buried something of immense value deep in the philippine jungle.",96,1,season
1298,hs1299,s1299,tv show,meghan and harry: baby fever,,,,2020-10-23,2019,tv-pg,1 Season,documentaries,"a world premiere special about prince harry and meghan markle's first child, a baby boy, born on monday, may 6, 2019.",76,1,season
1299,hs1300,s1300,tv show,my sordid affair,,,,2020-10-23,2017,tv-14,1 Season,"crime, documentaries, drama","steamy tales of ordinary moms, wives, husbands, who strayed and lived to regret it as these infidelities destroyed their lives.",64,1,season
1300,hs1301,s1301,tv show,sex for sale: the untold story,,,,2020-10-23,2019,tv-ma,1 Season,documentaries,"elizabeth vargas explores the inner workings of the new sex trade which relies on the internet to tap into a huge demand for sex, intimacy and companionship.",28,1,season
1301,hs1302,s1302,tv show,storage wars,,,united states,2020-10-23,2010,tv-pg,1 Season,"lifestyle & culture, reality","a&e presents the new original real-life series “storage wars,” which follows four professional buyers and their teams as they scour repossessed storage units in search of hidden treasure. part gamblers, part detectives, these seasoned veterans have found everything from coffins to the world’s most valuable comic book collection, paying as little as ten dollars for items valued in the millions.",90,1,season
1302,hs1303,s1303,tv show,ams: the fight for flight,,,,2020-10-22,2018,g,1 Season,"documentaries, news, science & technology","nasa has a one-hour documentary about the struggle to get the alpha magnetic spectrometer, a cosmic ray detector, to the international space station.",7,1,season
1303,hs1304,s1304,movie,"cyrano, my love",,,,2020-10-21,2018,r,113 min,"comedy, drama",this delightfully comic film imagines the creation of the beloved play cyrano de bergerac after edmond rostand promises to write a heroic comedy for a great actor-in three weeks!,4,113,min
1304,hs1305,s1305,movie,madagascar: a little wild - a fang-tastic halloween,,,,2020-10-21,2020,g,23 min,"cartoons, family, kids","after hearing spooky rumors about the new habitat resident- a bat- marty is determined to protect his friends from the newcomer. but when the bat helps him out of a tough situation, marty learns it’s better to get to know someone before judging them.",41,23,min
1305,hs1306,s1306,movie,the broken land,,,,2020-10-21,1962,tv-pg,60 min,"action, adventure, drama",a sheriff's sadistic behavior causes problems for his deputy and the harmless son of a notorious gunman. an early role for jack nicholson.,30,60,min
1306,hs1307,s1307,movie,celeste & jesse forever,,,,2020-10-20,2012,r,92 min,"comedy, drama, romance","they dated in high school, married, and are now divorcing - a couple thinks their basic friendship will connect them past the end of their marriage, but that concept gets tested in this smart, witty comedy-drama.",99,92,min
1307,hs1308,s1308,tv show,"f*ck, that's delicious",,,united states,2020-10-20,2016,tv-14,4 Seasons,"cooking & food, lifestyle & culture, reality",rapper action bronson returns to his culinary roots to explore great food in the cities he has performed in while touring.,86,4,season
1308,hs1309,s1309,tv show,hannibal,,,,2020-10-20,2013,tv-ma,3 Seasons,"crime, drama, horror","one of the most fascinating literary characters comes to life on television for the first time: psychiatrist-turned-serial-killer, dr. hannibal lecter. in this drama from bryan fuller (""pushing daisies,"" ""heroes""), based on the characters from thomas harris' classic novels, we see where this incredible story began.",32,3,season
1309,hs1310,s1310,tv show,the voice,,,united states,2020-10-20,2011,tv-pg,1 Season,"family, music, reality","four famous musician coaches will each select singers to mentor into artists during the blind auditions. once they have their teams, the star coaches will bring in their personal songwriters, producers, and high-powered friends to help their teams evolve. ultimately, america will decide which singer will be worthy of the grand prize.",45,1,season
1310,hs1311,s1311,movie,totally under control,,,,2020-10-20,2020,g,124 min,documentaries,public health officials discuss the u.s. government's response to the covid-19 pandemic.,23,124,min
1311,hs1312,s1312,tv show,supermarket sweep,,,,2020-10-19,2020,tv-pg,1 Season,game shows,"emmy award-nominated actress and comic leslie jones serves as host and executive producer for this revival of the classic tv game show ""supermarket sweep."" the fast-paced and energetic series follows three teams of two as they battle it out using their grocery shopping skills and knowledge of merchandise to win big cash prizes. the original format aired on abc from 1965-1967 and went on to become a global sensation, adapted in 13 international territories and, most recently, relaunched in the uk.",69,1,season
1312,hs1313,s1313,movie,friend request,,,,2020-10-18,2016,r,92 min,"horror, thriller","when a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",28,92,min
1313,hs1314,s1314,tv show,seduced: inside the nxivm cult,,,,2020-10-18,2020,tv-ma,1 Season,"crime, documentaries",this four-part documentary series follows the story of india oxenberg's perilous journey through the dark and criminal world of the notorious self-help-group-turned-sex-slave-cult nxivm.,96,1,season
1314,hs1315,s1315,tv show,mr. pickles,,,united states,2020-10-17,2013,tv-ma,4 Seasons,"adult animation, comedy, sitcom","in the small, old-fashioned world of old town that is slowly being taken over by the modern world, the goodman family lives with their innocent six-year-old son tommy. tommy’s best friend is the family’s lovable border collie, mr. pickles – who has a bit of an evil streak.",9,4,season
1315,hs1316,s1316,movie,bad hombres,,,,2020-10-16,2020,tv-14,,"documentaries, sports","chronicling the tecolotes de los dos laredos, the world's only binational professional baseball team; exploring u.s.-mexico relations through baseball, and how the team is a symbol of unity.",43,,
1316,hs1317,s1317,movie,earth to echo,,,,2020-10-16,2014,pg,91 min,"adventure, drama, family",friends investigate the source of strange messages they've been receiving on their cell phones.,27,91,min
1317,hs1318,s1318,movie,emperor,,,,2020-10-16,2020,pg-13,99 min,"drama, history","fighting his way north to free himself and his family, outlaw slave shields ""emperor"" green joins forces with abolitionist john brown for a daring raid in harpers ferry, w.va., in 1859.",26,99,min
1318,hs1319,s1319,tv show,helstrom,,,,2020-10-16,2020,g,1 Season,"drama, horror",daimon and ana helstrom are the son and daughter of a mysterious and powerful serial killer. the siblings have a complicated dynamic as they track down the terrorizing worst of humanity – each with their attitude and skills.,98,1,season
1319,hs1320,s1320,movie,mona lisa smile,,,,2020-10-16,2003,pg-13,120 min,"drama, romance","a free-spirited art teacher joins the staff at 1953 wellesley college - where she challenges her young students to expand their horizons. co-starring julia stiles, maggie gyllenhall and marcia gay harden.",72,120,min
1320,hs1321,s1321,movie,qt8: the first eight,,,,2020-10-16,2019,tv-ma,101 min,documentaries,the famous faces of quentin tarantino films reminisce on their time and work with the infamous director.,38,101,min
1321,hs1322,s1322,movie,life without basketball,,,,2020-10-15,2019,g,89 min,"black stories, documentaries",bilqis abdul-qaadir broke barriers in becoming the first division i basketball player to play wearing hijab.,38,89,min
1322,hs1323,s1323,tv show,the con,,,,2020-10-15,2020,g,1 Season,documentaries,"emmy, grammy, tony and oscar winner whoopi goldberg narrates this series exploring the troubling tales of people taken in by claims and promises that proved too good to be true, from identity fraud and misleading romance to the high-profile college admission scandal and fyre festival. it reveals how the victims were fooled and shows the cost of their false trust – emotional and financial. featuring interviews with the key people caught up in the cons, including victims and eyewitnesses, and, in some cases, law enforcement and the perpetrators themselves.",73,1,season
1323,hs1324,s1324,tv show,the purge,,,united states,2020-10-15,2018,tv-ma,2 Seasons,"action, drama, horror","once a year, any and all crime – including murder – is legal in america for a period of 12 hours.",83,2,season
1324,hs1325,s1325,tv show,the purge en español,,,,2020-10-15,2018,tv-ma,2 Seasons,"drama, latino","una vez al año, todos los delitos (incluido el asesinato) son legales en estados unidos durante doce horas.",82,2,season
1325,hs1326,s1326,tv show,treadstone,,,,2020-10-15,2019,tv-ma,1 Season,"action, adventure, drama","sleeper agents across the globe are mysteriously ""awakened"" to resume deadly missions.",44,1,season
1326,hs1327,s1327,tv show,treadstone en español,,,,2020-10-15,2019,g,1 Season,"action, adventure, drama","del mundo de jason bourne, agentes alrededor del mundo están ""despertando"" para reanudar misiones mortales.",91,1,season
1327,hs1328,s1328,movie,hotel transylvania,,,,2020-10-14,2012,tv-pg,86 min,"comedy, family, kids",dracula invites famous monsters to a birthday party.,18,86,min
1328,hs1329,s1329,tv show,inside mayweather vs. pacquiao,,,,2020-10-14,2015,tv-ma,1 Season,sports,"behind the scenes of fight week with champion floyd ""money"" mayweather.",38,1,season
1329,hs1330,s1330,tv show,next,,,united states,2020-10-14,2020,tv-14,1 Season,"drama, thriller","silicon valley pioneer paul leblanc discovers that one of his own creations – a powerful a.i. called next – might spell doom for humankind, so he tries to shutter the project, only to be kicked out of the company by his own brother, leaving him with nothing but mounting dread about the fate of the world. when a series of unsettling tech mishaps points to a potential worldwide crisis, leblanc joins forces with special agent shea salazar, whose strict moral code and sense of duty have earned her the respect of her team. now, leblanc and salazar are the only ones standing in the way of a potential global catastrophe, fighting an emergent super intelligence that, instead of launching missiles, will deploy the immense knowledge it has gleaned from the data to recruit allies, turn people against each other and eliminate obstacles to its own survival and growth.",25,1,season
1330,hs1331,s1331,tv show,scb: davis vs. walsh,,,,2020-10-14,2017,tv-14,1 Season,sports,gervonta davis versus liam walsh. classic fight.,15,1,season
1331,hs1332,s1332,tv show,tayo the little bus,,,south korea,2020-10-13,2010,tv-y,5 Seasons,"action, adventure, kids","in a big city where various vehicles are happily living together, our little bus tayo has just started learning his route in the city. there is lots more to learn for tayo. tayo and his friendly friends rogi, lani and gani are helping each other to become great mature buses.",78,5,season
1332,hs1333,s1333,movie,infamous,,,,2020-10-11,2020,g,100 min,"crime, drama, thriller",a reckless woman and her new boyfriend become social media sensations when she streams their cross-country robberies online.,9,100,min
1333,hs1334,s1334,movie,entre nos presents: shayla rivera: it's not rocket science,,,,2020-10-10,2020,tv-14,,"comedy, latino, news",the hilarious shayla rivera hits the stage in a comedy special all her own. premieres october 9,100,,
1334,hs1335,s1335,movie,high fidelity,,,,2020-10-09,2000,r,114 min,"comedy, romance",a record store owner reexamines his love life after he's dumped.,12,114,min
1335,hs1336,s1336,movie,surrogates,,,,2020-10-09,2009,pg-13,89 min,"action, adventure, science fiction","in a world where humans stay at home and send out their better-looking surrogate robots, a cop must leave his house to investigate a murder that threatens to bring the entire system crashing down! a slick sci-fi actioner.",69,89,min
1336,hs1337,s1337,movie,terminator: dark fate,,,,2020-10-09,2019,r,128 min,"action, science fiction","in mexico city, a newly modified liquid terminator – the rev-9 model – arrives from the future to kill a young factory worker named dani ramos. also sent back in time is grace, a hybrid cyborg human who must protect ramos from the seemingly indestructible robotic assassin. but the two women soon find some much-needed help from a pair of unexpected allies – seasoned warrior sarah connor and the t-800 terminator.",78,128,min
1337,hs1338,s1338,movie,books of blood,,,,2020-10-07,2020,tv-ma,107 min,"drama, horror, mystery",a journey into uncharted territory through three tales tangled in space and time.,50,107,min
1338,hs1339,s1339,tv show,black-ish,,,united states,2020-10-05,2014,tv-pg,7 Seasons,"black stories, comedy, family","andre 'dre' johnson has a great job, a beautiful wife, rainbow, five kids, and a colonial home in the 'burbs. but has success brought too much assimilation for this black family?",96,7,season
1339,hs1340,s1340,movie,colossal,,,"canada, united states, spain, south korea",2020-10-05,2016,r,109 min,"comedy, science fiction","gloria is an out-of-work party girl forced to leave her life in new york city, and move back home. when reports surface that a giant creature is destroying seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.",4,109,min
1340,hs1341,s1341,tv show,dragon ball super,,,,2020-10-05,2015,tv-14,1 Season,"action, adventure, anime","after defeating majin buu, life is peaceful once again. ordered by chi-chi to earn money, goku works even as he wants to train even more. meanwhile, goten, about to become a brother-in-law to videl, sets out on a journey with trunks to find her a present.",62,1,season
1341,hs1342,s1342,tv show,the comedy store,,,united states,2020-10-04,2020,tv-ma,1 Season,"comedy, documentaries, stand up","this documentary series brings to life the legends, heartbreak and history created at the comedy store, which over the past 47 years has launched the careers of a breathtaking array of stars. as a comedy store alum, former stand-up comic binder spotlights one of pop culture's great laboratories with never-before-seen footage and incisive, emotional interviews with some of the biggest names in comedy.",34,1,season
1342,hs1343,s1343,movie,dragon quest: the adventure of dai,,,japan,2020-10-03,2020,1 season,,anime,"the world that was once afflicted by hadlar, the dark lord, has regained peace in the hands of a swordsman called the “hero” and his companions. as time passed, delmurin island, an isolated island in the south sea became a place where monsters released from the dark lord lived. dai, who is the only human on the island and longs to be a hero, lives in peace with the monsters. however, that life completely changes with the resurrection of the dark lord hadlar. with promises from teachers, encounters with friends, and a destiny that cannot be escaped... in order to save the world, the adventure of dai and his quest to be a hero, begins!",30,,
1343,hs1344,s1344,tv show,let's be real,,,,2020-10-02,2020,tv-14,1 Season,comedy,"satirical puppet series covering politics and pop culture by using topical sketches, celebrity cameos and remote pieces.",42,1,season
1344,hs1345,s1345,movie,monsterland,,,united states,2020-10-02,2020,1 season,,horror,"encounters with mermaids, fallen angels, and other strange beasts drive broken people to desperate acts in monsterland, an anthology series based on the collection of stories from nathan ballingrud’s north american lake monsters.",27,,
1345,hs1346,s1346,tv show,ufc fight island: declassified,,,,2020-10-02,2020,g,1 Season,"documentaries, sports",this four-part docuseries chronicles the ufc’s struggle to produce a major sports event in the midst of a global pandemic.,44,1,season
1346,hs1347,s1347,tv show,90 day fiancé,,,united states,2020-10-01,2014,tv-14,7 Seasons,"documentaries, reality, romance","is three months enough time to decide your future? with a fiancé visa, the sponsor and his or her fiancé must wed within 90 days of their arrival in the u.s. the international fiancés will have to get to know their potential spouses and american culture fast, and then decide whether or not to get married.",94,7,season
1347,hs1348,s1348,tv show,90 day fiancé: before the 90 days,,,,2020-10-01,2017,tv-14,4 Seasons,"documentaries, international, reality","90 day fiance: before the 90 days features americans who believe they've found their soul mate online and are traveling to a different country to meet them for the very first time. during the trip, the american will get to know a practical stranger, uncovering truths and secrets that they never expected.",34,4,season
1348,hs1349,s1349,movie,across the line,,,,2020-10-01,2015,tv-ma,87 min,"black stories, drama","mattie is a top ice hockey player tipped to be selected by one of the top teams in the national hockey league, but his plans are jeopardized by his hustling brother and the corrosive racial tension at his high school.",51,87,min
1349,hs1350,s1350,tv show,bizarre foods with andrew zimmern,,,united states,2020-10-01,2006,tv-pg,5 Seasons,"cooking & food, family, lifestyle & culture","andrew zimmern is on a quest to find the world's most unique tastes on bizarre foods. as a chef and foodie, andrew knows that one man's poison is another man's delicacy, but he isn't afraid to poke a little fun at the local fare or himself.",54,5,season
1350,hs1351,s1351,movie,blade: trinity,,,united states,2020-10-01,2004,r,108 min,"action, adventure","deep in a remote desert, vampire leaders are resurrecting dracula, the horrific creature who spawned their race. now known as drake, this awesome vampire has unique powers that allow him to exist in daylight.",76,108,min
1351,hs1352,s1352,movie,boonie bears: the big shrink,,,,2020-10-01,2018,g,90 min,"comedy, kids",the bears are accidentally shrunk.,47,90,min
1352,hs1353,s1353,tv show,dr. pimple popper,,,united states,2020-10-01,2018,tv-14,4 Seasons,"documentaries, reality",dr. sandra lee is a renowned dermatological surgeon who is tasked with removing life-altering growths from her patients' skin so they can try to reclaim their lives.,96,4,season
1353,hs1354,s1354,movie,guess who,,,,2020-10-01,2005,pg-13,105 min,"black stories, comedy","when his daughter brings home her new fiancé, her uptight father discovers she's neglected to tell him three things: he's broke. he's unemployed. and he's white.",33,105,min
1354,hs1355,s1355,tv show,halloween baking championship,,,,2020-10-01,2015,tv-pg,4 Seasons,"cooking & food, lifestyle & culture, reality","comedian john henson welcomes eight talented bakers into the halloween baking kitchen to face downright spooky challenges and scarily accurate critiques from outrageously costumed judges carla hall, lorraine pascale and zac young. one baker will rise to claim the title of halloween baking champion and a $25,000 prize.",36,4,season
1355,hs1356,s1356,movie,halloween wars,,,,2020-10-01,2011,tv-g,,"cooking & food, lifestyle & culture, reality","five teams of cake decorators, candy makers, and pumpkin carvers compete.",91,,
1356,hs1357,s1357,tv show,higurashi when they cry,,,,2020-10-01,2020,g,1 Season,anime,"moving to the quiet village of hinamizawa, keiichi easily finds friendship amongst his new classmates. ready for the largest festival of the year, he’s unable to dismiss a looming sense of dread. what dark secrets lie buried in his new home?",52,1,season
1357,hs1358,s1358,tv show,homicide city: charlotte,,,,2020-10-01,2019,tv-14,1 Season,"crime, documentaries",homicide city: charlotte tells the stories of the city's most memorable murders. veteran homicide detective garry mcfadden and his colleagues at the cmpd share the remarkable cases that remain with each of these investigators to this day.,89,1,season
1358,hs1359,s1359,movie,judy & punch,,,,2020-10-01,2019,g,106 min,comedy,"puppeteers judy and punch are trying to resurrect their marionette show. the show is a hit due to judy's superior puppeteering, but punch's driving ambition and penchant for whisky lead to an inevitable tragedy that judy must avenge.",79,106,min
1359,hs1360,s1360,movie,kindred spirits (2019),,,,2020-10-01,2019,tv-14,92 min,"drama, thriller","chloe has her life turned upside down when her younger sister, sadie, comes home after a long unexplained absence. though sadie seems to want to settle in with chloe and her 17-year-old daughter nicole, she's actually a deeply disturbed young woman.",24,92,min
1360,hs1361,s1361,tv show,moonshiners: master distiller,,,,2020-10-01,2020,tv-14,1 Season,reality,america's top legal and outlaw distillers go head-to-head in the ultimate booze-making competition to see who has what it takes to join the ranks of the greats and win the title of master distiller.,4,1,season
1361,hs1362,s1362,tv show,my feet are killing me,,,,2020-10-01,2019,tv-14,1 Season,"documentaries, reality",patients of dr. brad schaeffer and dr. ebonie vincent undergo surgery to have their feet radically transformed and their lives changed forever.,84,1,season
1362,hs1363,s1363,movie,next level,,,,2020-10-01,2019,tv-pg,1 min,"drama, family",a group of girls at a performing arts camp compete for the “miss next” title and learn that competition isn’t everything.,85,1,min
1363,hs1364,s1364,movie,sex ed,,,united states,2020-10-01,2014,tv-ma,92 min,"comedy, drama, romance","first time teacher eddie cole turns his class into sex ed., but his students seem to have more experience than he does.",49,92,min
1364,hs1365,s1365,movie,spider-man 3,,,united states,2020-10-01,2007,pg-13,135 min,"action, adventure, family","a strange black entity from another world bonds with peter parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",74,135,min
1365,hs1366,s1366,movie,stripped: los angeles,,,,2020-10-01,2020,tv-ma,,documentaries,"stripped is an intimate glimpse into the lives of los angeles' top exotic dancers, highlighting the aspirational and empowering stories that challenge the way society stigmatizes the profession.",56,,
1366,hs1367,s1367,tv show,supermarket stakeout,,,,2020-10-01,2019,tv-g,1 Season,"cooking & food, lifestyle & culture, reality","alex guarnaschelli hosts as chefs square off in a competitive pop-up kitchen outside a grocery store. to make their challenge dishes, the chefs must size up shoppers as they exit the store and negotiate for their grocery bags.",46,1,season
1367,hs1368,s1368,movie,swimming for gold,,,,2020-10-01,2020,g,91 min,"drama, family",a us women’s swim team olympic hopeful suffers an injury that forces her to put aside her dreams and help the australian men’s swim team get competition ready.,92,91,min
1368,hs1369,s1369,movie,the express,,,"united states, germany",2020-10-01,2008,pg,130 min,drama,"the inspiring story of ernie 'the elmira express' davis, the first african american to win the heisman trophy.",24,130,min
1369,hs1370,s1370,movie,the sandman,,,,2020-10-01,2017,r,89 min,horror,"a little girl with formidable powers imagines into existence the sandman, a terrible monster from her nightmares that bring harm to anyone who wants to hurt her.",61,89,min
1370,hs1371,s1371,tv show,twisted love,,,,2020-10-01,2020,tv-14,1 Season,"crime, documentaries","""twisted love"" takes a look inside shocking crimes that were committed in the name of love.",12,1,season
1371,hs1372,s1372,tv show,soccer made in germany,,,,2020-09-30,2020,g,1 Season,sports,"responsible for popularizing soccer in the u.s. in the 70s and 80s, soccer made in germany was the first ever soccer-dedicated show about the international game in america.",26,1,season
1372,hs1373,s1373,tv show,weakest link,,,,2020-09-30,2020,tv-pg,1 Season,game shows,"jane lynch hosts as eight contestants work as a team to bank the maximum amount of prize money across multiple rounds by answering rapid-fire trivia questions, with each successive correct answer increasing the amount of potential winnings, and each incorrect answer breaking the chain and forcing the contestants to start over with the lowest amount of money. at the end of each round, players vote for the person whom they consider to be the weakest link, and the contestant with the most votes leaves the game as jane delivers the famous catchphrase: ""you are the weakest link. goodbye.""",61,1,season
1373,hs1374,s1374,movie,inherit the viper,,,,2020-09-29,2019,r,84 min,"crime, drama, thriller","for siblings kip and josie, dealing opioids isn't just their family business – it's their only means of survival. when a deal goes fatally wrong, kip decides he wants out for good. but his attempt to escape his family's legacy soon ignites a powder keg of violence and betrayal, endangering kip, josie and their younger brother.",39,84,min
1374,hs1375,s1375,movie,trauma center,,,,2020-09-29,2019,r,87 min,"action, thriller","alone and trapped in a locked-down hospital isolation ward overnight, an injured young woman must escape a pair of vicious killers who are after the only piece of evidence that can implicate them in a grisly murder: the bullet in her leg.",83,87,min
1375,hs1376,s1376,movie,ufc ultimate knockouts,,,,2020-09-29,2014,tv-14,,sports,"ufc ultimate knockouts brings you some of the most devastating finishes ever seen inside the octagon. from one-punch knockouts to highlight reel kicks, you’ll see the ufcs’s biggest names in their most memorable performances.",93,,
1376,hs1377,s1377,tv show,fargo,,,united states,2020-09-28,2014,tv-ma,4 Seasons,"crime, drama","an original adaptation of the academy award®-winning feature film, fargo features an all-new ""true crime"" story and follows a new case and new characters, all entrenched in the trademark humor, murder and ""minnesota nice"" that made the film an enduring classic. oscar® winner billy bob thornton stars as ""lorne malvo,"" a rootless, manipulative man who meets and forever changes the life of small town insurance salesman ""lester nygaard,"" played by bafta award® winner and emmy®-nominated martin freeman. colin hanks plays duluth police deputy ""gus grimly,"" a single dad who must choose between his own personal safety and his duty as a policeman when he comes face-to-face with a killer. allison tolman also stars as ""molly solverson,"" an ambitious bemidji deputy. an fx networks original series.",92,4,season
1377,hs1378,s1378,tv show,a wilderness of error,,,,2020-09-26,2020,tv-ma,1 Season,documentaries,"a wilderness of error is a five-part documentary series based on the book of the same name by filmmaker and author errol morris, who also appears in the series. when green beret army surgeon jeffrey macdonald is sent to prison after being convicted of killing his pregnant wife and two young daughters, a storm of swirling narratives challenges the very ability to find the truth all the while overshadowing a chilling possibility: macdonald may be an innocent man. marc smerling re-investigates the complicated case that has spanned decades in an attempt to find the truth.",25,1,season
1378,hs1379,s1379,movie,judy,,,,2020-09-25,2019,pg-13,118 min,"drama, history, music","thirty years after starring in ""the wizard of oz,"" beloved actress and singer judy garland arrives in london to perform sold-out shows at the talk of the town nightclub. while there, she reminisces with friends and fans and begins a whirlwind romance with musician mickey deans, her soon-to-be fifth husband.",70,118,min
1379,hs1380,s1380,tv show,s.w.a.t.,,,united states,2020-09-25,2017,tv-14,3 Seasons,"action, adventure, crime","s.w.a.t. stars shemar moore as a locally born and raised s.w.a.t. sergeant newly tasked to run a specialized tactical unit that is the last stop in law enforcement in los angeles. torn between loyalty to where he was raised and allegiance to his brothers in blue, former marine daniel ""hondo"" harrelson has everything it takes to be an excellent leader and bridge the divide between his two worlds.",14,3,season
1380,hs1381,s1381,tv show,s.w.a.t. en español,,,,2020-09-25,2017,tv-14,3 Seasons,"action, adventure, latino","dividido entre la lealtad al lugar dónde creció y la fidelidad a sus hermanos de uniforme, el antiguo marine daniel ""hondo"" harrelson tiene todo lo necesario para ser un excelente líder y unir la división entre sus dos mundos.",85,3,season
1381,hs1382,s1382,tv show,i can see your voice,,,,2020-09-24,2020,tv-pg,1 Season,"game shows, music, reality","actress cheryl hines and vocalist adrienne bailon-houghton join host ken jeong and a rotating panel of celebrity detectives, comprising comics, pop culture experts and a musical superstar, to help one contestant tell the difference between good and bad singers – without ever hearing them sing a note. with $100,000 on the line, the contestant attempts to weed out the bad ""secret voices"" from the good, based on a series of clues, interrogation and lip-synch challenges. in the end, the singer whom the contestant picks reveals good or bad singing in a duet performance with the musical superstar, resulting in an amazing musical collaboration or a totally hilarious train wreck.",41,1,season
1382,hs1383,s1383,tv show,the apartment (tv),,,,2020-09-24,2018,g,2 Seasons,lifestyle & culture,"twelve aspiring designers from around the world compete over ten intense episodes to win a brand new luxury home. in this high stakes competition, the budding designers are mentored by designer to the stars, jamie durie and their fate is decided by the dark prince of design, laurence llewelyn bowen. high drama, amazing designs and a beautiful cast will keep viewers at the edge of their seats.",95,2,season
1383,hs1384,s1384,tv show,cosmos: possible worlds,,,,2020-09-23,2020,g,1 Season,"documentaries, science & technology",a wonder-filled voyage to the lost worlds and worlds yet to come revealed by science.,57,1,season
1384,hs1385,s1385,tv show,if loving you is wrong,,,united states,2020-09-23,2014,tv-ma,5 Seasons,"black stories, drama, romance","couples and friends in a middle-class community are the focus of this drama series by tyler perry. while it may seem typical, below the surface lie heartbreak and deceit, threatening everybody's well-being. residents include married randal and marcie; she desperately wants children; he's having an affair with alex, the wife of best friend brad. elsewhere in the neighborhood, divorced esperanza pursues a budding relationship with julius while keeping it secret from her vindictive ex, edward.",23,5,season
1385,hs1386,s1386,tv show,boonie bears: spring into action,,,,2020-09-22,2018,tv-g,1 Season,"adventure, family, kids","spring is in the air and the forest animals are planting fresh trees and flowers to celebrate. however, when logger vick comes around and threatens to chop down every tree in the forest, it will take the bear brothers - briar and bramble - to rally their forest friends and save their home.",40,1,season
1386,hs1387,s1387,tv show,filthy rich,,,,2020-09-22,2020,tv-14,1 Season,drama,"a southern gothic family drama in which wealth, power and religion intersect – more correctly, collide – with outrageously soapy results. meet the monreauxes, a mega-rich southern family famed for creating a successful christian television network. on the cusp of launching a digital retail arm of the company, the family's patriarch, eugene, dies in a plane crash, leaving his wife, margaret, to take charge of the family business. not surprisingly, eugene's apparent death greatly impacts the family, who are stunned to learn that eugene fathered three illegitimate children, all of whom are written into his will. now, margaret must use her business savvy and southern charm to control her newly legitimized heirs, whose very existence threatens the monreaux family name and fortune.",85,1,season
